city,timestamp,temperature,season
New York,2010-01-01,3.714418445664683,winter
New York,2010-01-02,-4.472158790552348,winter
New York,2010-01-03,0.6249406352775884,winter
New York,2010-01-04,0.1301045133493315,winter
New York,2010-01-05,-0.4323148382697139,winter
New York,2010-01-06,2.267899792014533,winter
New York,2010-01-07,-6.21085946201326,winter
New York,2010-01-08,-7.285545276777531,winter
New York,2010-01-09,-8.118967573448733,winter
New York,2010-01-10,0.44274782961854636,winter
New York,2010-01-11,-3.744771710732496,winter
New York,2010-01-12,-1.9147200369303838,winter
New York,2010-01-13,9.357328099548596,winter
New York,2010-01-14,4.196565213817511,winter
New York,2010-01-15,-6.8409998791660795,winter
New York,2010-01-16,-4.948508479745052,winter
New York,2010-01-17,-1.7891444204859135,winter
New York,2010-01-18,8.864274040660408,winter
New York,2010-01-19,2.392311134018559,winter
New York,2010-01-20,1.3038469025605257,winter
New York,2010-01-21,1.5244898846776103,winter
New York,2010-01-22,-0.16998668114472903,winter
New York,2010-01-23,9.354010839913888,winter
New York,2010-01-24,-4.365491147729083,winter
New York,2010-01-25,1.8439328053276016,winter
New York,2010-01-26,1.493010129274096,winter
New York,2010-01-27,-3.054714952786435,winter
New York,2010-01-28,6.095815657877809,winter
New York,2010-01-29,-1.6559554304319009,winter
New York,2010-01-30,-1.4626056503143867,winter
New York,2010-01-31,2.6911713300142166,winter
New York,2010-02-01,-7.567327152609396,winter
New York,2010-02-02,0.5027642763613962,winter
New York,2010-02-03,-12.498983220134681,winter
New York,2010-02-04,2.801318630716923,winter
New York,2010-02-05,-3.0339933710825298,winter
New York,2010-02-06,-3.5682212418188204,winter
New York,2010-02-07,5.812681895297498,winter
New York,2010-02-08,-7.993698445120195,winter
New York,2010-02-09,2.974104480374964,winter
New York,2010-02-10,-2.0300699510770457,winter
New York,2010-02-11,-1.878408962444703,winter
New York,2010-02-12,4.9920242692042285,winter
New York,2010-02-13,-4.590817548767751,winter
New York,2010-02-14,2.716682985724734,winter
New York,2010-02-15,7.692106400874766,winter
New York,2010-02-16,2.9686383720398606,winter
New York,2010-02-17,3.84123729224692,winter
New York,2010-02-18,3.015843245961652,winter
New York,2010-02-19,6.906675394571623,winter
New York,2010-02-20,-1.5779961468373174,winter
New York,2010-02-21,3.8435252182617248,winter
New York,2010-02-22,4.193116951130572,winter
New York,2010-02-23,1.5068244376905748,winter
New York,2010-02-24,-1.6493780171458972,winter
New York,2010-02-25,-4.488219394449714,winter
New York,2010-02-26,-1.171662319410336,winter
New York,2010-02-27,-2.2943872711787385,winter
New York,2010-02-28,5.413819036391285,winter
New York,2010-03-01,23.528763072553545,spring
New York,2010-03-02,14.956443458418711,spring
New York,2010-03-03,12.396807357335346,spring
New York,2010-03-04,15.272659001303225,spring
New York,2010-03-05,4.787994686628146,spring
New York,2010-03-06,9.410027858182913,spring
New York,2010-03-07,11.867935658196398,spring
New York,2010-03-08,1.4034158265223233,spring
New York,2010-03-09,-5.604525262683142,spring
New York,2010-03-10,9.33789270589066,spring
New York,2010-03-11,12.630616457884077,spring
New York,2010-03-12,5.685044821132285,spring
New York,2010-03-13,10.543755111205579,spring
New York,2010-03-14,11.60841773304885,spring
New York,2010-03-15,6.801694829667313,spring
New York,2010-03-16,7.387259142119435,spring
New York,2010-03-17,9.664752476935371,spring
New York,2010-03-18,10.064832308891196,spring
New York,2010-03-19,12.611554698561617,spring
New York,2010-03-20,17.094991137289952,spring
New York,2010-03-21,15.754261208109703,spring
New York,2010-03-22,11.293198076547423,spring
New York,2010-03-23,21.109748738110518,spring
New York,2010-03-24,2.8417946167405903,spring
New York,2010-03-25,11.290710125697284,spring
New York,2010-03-26,5.202669837224293,spring
New York,2010-03-27,3.6492909226465002,spring
New York,2010-03-28,19.64149915231048,spring
New York,2010-03-29,6.3611988169758344,spring
New York,2010-03-30,4.2346232852816446,spring
New York,2010-03-31,2.2904595602974887,spring
New York,2010-04-01,1.5638024744058185,spring
New York,2010-04-02,11.362339864837649,spring
New York,2010-04-03,19.511760140912692,spring
New York,2010-04-04,6.749051720393346,spring
New York,2010-04-05,6.979783883876507,spring
New York,2010-04-06,9.448159759948016,spring
New York,2010-04-07,7.014515268909032,spring
New York,2010-04-08,6.679495080864591,spring
New York,2010-04-09,0.23277432040041113,spring
New York,2010-04-10,7.354312905193011,spring
New York,2010-04-11,11.241065745676135,spring
New York,2010-04-12,-0.4054214692188207,spring
New York,2010-04-13,11.890087104892235,spring
New York,2010-04-14,6.1290708102470575,spring
New York,2010-04-15,13.807940292415461,spring
New York,2010-04-16,11.978869827824184,spring
New York,2010-04-17,2.496542832031575,spring
New York,2010-04-18,16.468314398198473,spring
